http://www.nytimes.com/interactive/2016/us/elections/fact-check.html
		fact checks of the 2016 election 
669047866921459712	Hanar_Marouf	is trying now to overcome the deep scars of war and rebuild 
669094422076915712	mutludc	town of scarred by isis , strives to rebuild 
669096414719385600	morvjn	rt “ destruction comes quickly , but building takes time . ” + from kobani https … 
669059418391257088	TylerHicksPhoto	story today by from kobani , syria 
669084363313831936	comradewong	meanwhile , has a good story from kobani , liberated from isis by the kurds — whom turkey is attacking . 
669084177938014208	gautambhatia88	rt reconstructing kobani : the early grades now use new kurdish textbooks instead of the syrian govt’s arabic curriculum https :/ … 
669076354709766144	arrobin0077	nytimesworld : rt tylerhicksphoto : story today by nytben from kobani , syria 
669064148047806464	will_case	rt syrian town of kobani , which managed to expel isis with kurdish help , is trying to rebuild itself . heart-warming https://… 
669062925735301120	fdcox	reclaimed kobani illustrates the high cost of defeating isis 
669048104549748737	misscburdon	rt is trying now to overcome the deep scars of war and rebuild … 

http://www.nytimes.com/2015/11/24/nyregion/a-hated-phrase-that-subway-riders-are-hearing-more-sick-passenger.html
668893889177198592	merstew	a hated phrase that subway riders are hearing more : ‘ sick passenger ’ 
668978130246221825	RoccoNY1	a hated phrase that riders are hearing more : ‘ sick passenger ’ 
669022762111885312	siddharma	in a subway system with 469 stations and as many as six million riders a day , some riders are bound to get sick . 
669022443395276800	360WisePhilly	a hated phrase that subway riders are hearing more : ' sick passenger ' 
669006953646039040	thedavidrindexp	the ' sick passenger ' is the urban bigfoot 
668925541039362048	nattgarun	can't always blame people for being sick . mta should better inform passengers what to do when they're feeling ill 
668978380461752321	reneemurawski	i was once sick on a train . but the conductor just put me off in mineola and pointed to a hospital . 
668961426082504704	lauren_feiner	" a voice over the intercom delivers the bad news ... your train is delayed because of a sick passenger . " 
668959573567479809	AshleyAtTimes	on the subway , one rider's illness is many riders ' delay . ' there has to be a better way to handle it . ' 
668957898131812352	bad_habitus	somehow the ny times avoids asking why people feel it necessary to ride the subway while sick . sick leave , anyone ? 
668944152860602368	brandonformby	a hated phrase that nyc subway passengers are hearing w/ increased frequency : ‘ sick passenger ’ 
668942815968305152	thehighlylowkey	this is the result of nyers not being more proactive and team-oriented in carrying sick people off everyone suffers 
668907559374426113	dorseyshaw	the ~ greatest city on earth ~ deserves way better than the inept and ancient mta mafia 
668907469603672064	scottleadingham	guys ! sometimes nyc subway riders get sick , causing delays , which annoys other new yorkers , and the times is on it . 
668904481128620032	raju	sick passengers causing nyc subway delays jump to 3,000 a month , from just 1,800 in 2012 : 
668896869137973248	mattfleg	insightful tale of the mta's proverbial sick passenger , w/ transit-beat-mandated kicker . 

http://www.nytimes.com/2015/11/24/science/a-century-ago-einsteins-theory-of-relativity-changed-everything.html
669096189669670912	EnanoO_4G	( a century ago , einstein’s theory of relativity changed everything ( 
669109732582531072	rechercheaction	" a century ago , einstein’s theory of relativity changed everything " via nyt 
669109690341675008	patrickbwells	" a century ago , einstein’s theory of relativity changed everything " by dennis overbye via … 
669106201070841856	cabmedya	how einstein's theory of relativity changed everything 
669108345551327232	selectknowledge	a century ago , einstein’s theory of relativity changed everything ----> 
669107033292070912	cervellohive	" a century ago , einstein’s theory of relativity changed everything " check out via nyt the ne … 
669101600988864512	Project_POH	rt rt : a century ago , theory of relativity changed everything via 
669096273346072577	JeisBonGeek	a century ago , einstein’s theory of relativity changed … 

http://well.blogs.nytimes.com/2015/11/23/breast-feeding-is-good-for-mothers-not-just-babies/
669109769412546560	NursingAngelAU	is good for mothers , not just babies , studies suggest via 
669105439192158208	zywee_com	is good for not just studies suggest 
669045142905626624	AssocBfMothers	" some scientists have started referring to breast-feeding as the “ fourth trimester ” of pregnancy that completes ... 
669103368749645824	DrStephValente	rt is good for mothers , not just babies , by via 
669003648274464768	herestheloop	breast-feeding is good for mothers , not just babies , studies suggest 
669101478544613376	PacificCove	- top story : breast-feeding is good for mothers , not just babies , … see more 
669101481753186305	rvp	top health story : breast-feeding is good for mothers , not just babies , stu … see more 
669101480662736896	FranckJocktane	top story : breast-feeding is good for mothers , not just babies , studies suggest see more 
669091922737274880	hillingdonbfeed	latest research on how breastfeeding is beneficial to a mother's health . 
669073528931635200	Ashley_Vdk	interesting article . if it's true that we can see breastfeeding as the fourth trimester , this will changes a lot ! 
669073400590163968	zablononyango	rt breast-feeding is good for mothers too , not just babies , studies suggest 
669068281467285504	JMMartinMoreno	breast-feeding is good for mothers , not just babies ... vía 
669054521365037056	denisehterry	women who breast-feed have a lower risk for breast and ovarian cancers , type 2 diabetes , and rheumatoid arthritis 
669054076500500480	denisehterry	" breastfeeding could reduce breast cancer and heart attacks " 
669047545234980864	denisehterry	breastfeeding is good for mothers , not just babies , studies suggest 
669035786893991936	PacificCove	twitter doctors breast-feeding is good for mothers , not just babi … see more 
669026547550978048	nf_nutritionRD	those who are breastfeeding might be interested in reading this . 
669021301261008896	Susana_Midwife	is good for mothers , not just babies , studies suggest vía 
669017459970715648	herslingerie	interesting report . 

http://www.nytimes.com/2015/11/24/books/randall-munroe-explains-it-all-for-us.html
668957269560844288	nytimesbooks	randall munroe's fans include bill gates and neil gaiman . his new book is " thing explainer . " 
668858363644502018	StoneSoupBook	randall munroe explains it all for us 
668916485893566465	DiamondKinetics	what would happen if a pitcher threw a baseball at 90% the speed of light ? 
668878060549185536	tiffanylohwater	" [ audience ] expanded .. to include mainstream readers who are curious about how stuff works " 
668877579814834176	Lamdba	randall munroe , former nasa roboticist and creator of xkcd , explains it all for us 
668870377783865344	EnnisNYT	how does randall munroe explain it all ? procrastination helps . fun profile of best-selling cartoonist 
668864604810944512	juansarasua	randall munroe from explains it all for us 
668861496189952000	lisarodricks	if you can’t explain something simply , you don’t really understand it - bill gates 

http://www.nytimes.com/2015/11/24/world/europe/twitter-cats-to-the-rescue-in-brussels-lockdown.html
669110642259849216	vilo836	rt gotta love those belgians and their cats . disclosure : i might be just a little biased . 
669098046832013312	marcauxpolo	' twitter cats to the rescue in 
669109387714281472	AlexandraJacobs	the one in this picture looks like bartholomew's long-lost belgian sister : 
669078101532372992	hehekuno1	rt tweets beaucoup de in answer to lockdown . 
669035154334158848	caicio43	rt of all the belgium lockdown twitter cats this may be my favorite . story here : … 
669025577811111936	Costakisand	rt twitter to the rescue in brussels lockdown … 
669019003772403712	mrc1230	lockdown & an order to refrain from tweeting . if this happens in the philippines , many will probably be complaining 
669006969475330048	asmgaiter	rt faced with it's twitter cats to the rescue ( photo : … 
669006619259379714	Nerdplay	more cat pic coverage in the 
669004666605330433	SnackShopParty	bravo to brussels when govt asked residents to refrain from 
669000459684741121	ejkuehl	i didn't know you were involved in this 
668981738274582529	sbhogarty	i have new found love + appreciation for belgians as they fight terror w/ cats 
668996439507345408	BlrCityPolice	tweet by addl . commissioner of police - west bengaluru city . shri . pratap reddy , ips what a ... 
668991280463093760	M_2_Oh	in face of terror , post awesome belgian effort to keep leaks . & 
668982652381343745	julioterra	cats takeover the lockdown in brussels . 

http://www.nytimes.com/2015/11/24/sports/basketball/nets-disastrous-deal-with-the-celtics-keeps-getting-worse.html

http://cooking.nytimes.com/recipes/1017798-pumpkin-bread-with-chocolate-chip-streusel
668932759365267456	vidalianyc	pumpkin bread with chocolate chip streusel 
667100417306861571	SucanaRum	"" by unknown author via nyt 

http://www.nytimes.com/2015/11/25/us/politics/donald-trumps-shortcuts-and-salesmanlike-stretches.html

http://www.nytimes.com/2015/11/22/world/middleeast/isis-wives-and-enforcers-in-syria-recount-collaboration-anguish-and-escape.html
669110148984610817	EdwardARowe1	rt how three women survived the islamic state , and then escaped . 
669048031518588928	ElodieJauneau	women and enforcers in syria recount collaboration , anguish and escape 
669108556784926720	lalon_sander	how women went from tattoos , bikinis and parties to become morality police members 
669097663493709824	Marcel_CAMx	rt 3 excellent articles on isis and women : 2 ) sobering nyt piece on the experience of two women stuck in syria . … 
669079463636938753	IrfaanAslam	rt what a 21st century reads like . isis women enforcers in syria recount collaboration , anguish , escape … 
669078463752613888	Hadeel_Mazhar	rt fascinating story about the mundane transition of three normal syrian girls into isis enforcers in raqqa … 
669075810469416964	Allchanges	rt inside isis : great revelatory piece .. dont miss it : 
668979247394914304	petipaw	women and enforcers in recount collaboration , anguish and escape 
669061240803561472	qayshp	the article i was viewing : 
669055797083701250	HengamehDelfani	sad story but it is a great read ! anguish and escape 
669045078539636736	Hayley_Gleeson	“ they never let you forget that you’ve had to leave your country ” amazing story of 3 women who escaped is/fled syria 
669041377204793344	DebbieGoffa	some isis women who were morality enforcers recount collaboration , anguish and escape 
669040424208723968	RationalVt	for women there is no adventure in joining is- only heartbreak . isis women and enforcers in syria 
669037553480310784	alli_shultes92	this is great . the wrote something in a similar vein but i appreciate the 1st person 
669035634720419840	weavercarolyna	three syrian women who worked as morality enforcers for isis , two of whom married isis fighters , and then escaped . 
668989048904654849	kavita_krishnan	heartbreaking story of what happens to the lives of women who become isis moral police . as with every form of ... 
669017883268153344	Mepaynl	this is the most morally and ethically riveting and complex story i have read in some time 
669009273083445248	nataliewaddle	rt compelling story about wives of fighters in raqqa via 
669002692858019840	miekamonster	isis women in syria recount collaboration , boredom , mourning , anguish , escape 
669001205209808896	trevandvick	rt fascinating story of women's lives in the islamic state . good illustration of the pragmatist/true-believer split : … 
668999856661381120	punkish	" every year , people think : ‘ next year , it will end . we will be free . ’ and decades pass . syria is a jungle now . " 
668996239854170113	astralsalon	must-read . the orwellian fate of women under isis : " before , i was like you , ” she told a reporter . " 
668971756636368896	LillyFrey	food for thought : portrait of life in a war zone - recount collaboration , anguish and escape 
668968011156451328	SusanaHornil	syrian horror story . 
668961039850078208	richardupuy	rt how three women became members of isis ' morality police [ via 
668951829435281409	GuillouGrande	rt inside raqqa , the city hollande is so willingly bombing . not syria anymore . just a cage for many innocent people . … 
668946200683417600	om427	rt amazing detail in this piece on raqqa ( preis/post is ) ie fighters ' wives take birth control so bab … 
668941249907298304	CaseyAtTheDesk	pretty gripping tale of isis women and enforcers in syria , couldn't stop imagining if it were happening to me . 

http://www.nytimes.com/2015/11/25/us/minneapolis-shooting-protest-police-jamar-clark.html
669094598178803713	TheNews_Network	:: gunmen sought after 5 are shot at protest of police in minneapolis 
669108558919827456	hannahnoel16	rt 3 white suspects sought after gunmen shot 5 during black lives matter protest near police precinct in minneapolis https : … 
669107872760901633	AnimalRightsJen	gunmen sought after 5 are shot at protest of police in minneapolis : the police said that officers had responde ... 
669105943150526464	johnlynch4492	three white men sought in shootings in minneapolis at protest of fatal police shooting of unarmed black man 
669102129236287488	benjaminodey1	gunmen sought after 5 are shot at protest of police in … 

http://www.nytimes.com/reuters/2015/11/24/world/europe/24reuters-mideast-crisis-syria-turkey.html
669084500060540928	Sam_Sheppart	turkish f16s shot down warplane after it violated airspace : military official 
669098545174224896	brookpos	" turkey downs warplane near syria border , russia denies airspace violation " by reuters via nyt 
669090672633249792	1milhaodetweets	turkish f16s shoot down warplane near syrian border : military official 
669087408978268160	demishevich	downs near border , denies violation 
669084733511331840	RssExpress	turkish f16s shot down warplane after it violated airspace : military official : turkish f-16 ... 
669084982023819265	Stee_vane	turkish f16s shot down warplane after it violated airspace : military official : turkish f-16 fighter jets shot ... 
669084608336564224	Ray_Avil	( turkish f16s shot down warplane after it violated airspace : military offici ... ( shaquille ) 

http://www.nytimes.com/politics/first-draft/2015/11/23/ben-carson-supporters-cite-vulgar-attacks-in-seeking-donations/
668819924366835713	reFLIPd	" ben carson supporters cite ‘ vulgar ’ attacks in seeking donations " 
668873030467121152	Rosecake	the vulgar , personal attacks are actually ben carson quotes : supporters cite ‘ vulgar ’ attacks in seeking donations 
668870867741483008	buffaloon	ben carson supporters cite ‘ vulgar ’ attacks on his absurdist lies in seeking donations via 
668842667812483072	tackettdc	who chairs the ben carson-aligned superpac ? john philip sousa iv 
668827887483547648	supra1Bqteam	first draft : ben carson supporters cite ‘ vulgar ’ attacks in seeking donation ... 
668825249329254401	_endpop_	first draft : ben carson supporters cite ‘ vulgar’… 
669093367167492096	nytimes	ben carson supporters cite " vulgar , personal attacks " in seeking campaign donations 

http://www.nytimes.com/2015/11/25/world/europe/turkey-syria-military-plane.html
669092532756856832	PortalZigZag	turkey shoots down military plane near syria border 
669092635903176704	TheColorIsBlue	turkish fighter jets shot down a military plane close to the syrian border on tuesday 

http://www.nytimes.com/2015/11/23/science/a-side-serving-of-science-for-your-next-birthday-party.html
668749314257264640	ebola_noticias	a side serving of science for your next birthday party 
668839218211254272	McNameeJason	a side serving of for your next birthday party thanks 
668790117906161665	Mario_Livio	watching popping balloons with a high = speed camera : 

http://www.nytimes.com/2015/11/24/science/agriculture-linked-to-dna-changes-in-ancient-europe.html
669110092877471744	kmkucharski	. linked to changes in ancient europe 
669025184402292736	anthrofun	agriculture linked to dna changes in ancient europe 
669081036374978560	armoudian	how the birth of farming changed europeans ’ dna , via 
669085847745142784	inside	the arrival of agriculture in europe caused changes in people's dna , by | 
669065664875896832	pushpowerme	> get it . read it . agriculture linked to dna changes in an … see more 
669064130813407232	Sup_Duf	origins of tolerance and - linked to lifestyle in ancient europe 
669063213611266048	trickjarrett	fascinating read about how agriculture changed the dna in humans thousands of years ago 
669056263938969601	Ant78	fascinating study on how agriculture changed our dna in ancient europe 
669053458616578048	eminchilli	fascinating history of european agriculture thru dna sleuthing . 
669042004953866240	palstave	" linked to changes in ancient via 
669040555784056832	SamisNutBakery	nytimes : linked to changes in 
669037210071531521	JaZarris	of european descent ? suffer from irritable bowel syndrome ? blame farming agriculture & dna changes in ancient europe 
669009160118366209	k4ther	changes to human dna altering height , digestion , immune , skin , after agriculture arrived in europe 8,500 years ago 

http://parenting.blogs.nytimes.com/2015/11/22/thanksgiving-with-college-students-fantasy-reality-and-getting-it-right/
668841361668358144	MACKIN_Talk	thanksgiving , with college students : fantasy , reality , and getting it right 
669107941375500288	DeanJulie	fun to participate in this piece " thanksgiving , with college students : fantasy , reality , and getting it right " 
669077534726844416	EarthOnFire_	rt thanksgiving , with college students : fantasy , reality , and getting it right 
669064021622960129	serenasorange	thanksgiving , with college students : fantasy , reality , and getting it right via 
669044792714616832	FriendFiler	motherlode blog : thanksgiving , with college students : fantasy , reality , and getting it right 
669023643733794816	CindyR33d	" thanksgiving , with college students : fantasy , reality , and getting it right " by lisa heffernan via 
668993970869956608	nytimeswell	college kids coming home for first time ? make the visit work : 
669002466734833664	ProfessorBlair	listen closely & you'll hear your own voice here// thanksgiving w college students : fantasy , reality 
668969064576983040	StartupDistillr	too hilarious for words . " thanksgiving with college students : fantasy , reality , & getting it right " v 
668950165273755649	NYTMotherlode	the counter : filthy . the laundry : in the entry . the glasses ? all gone . your kid is home from college : 
668953544922439680	OneontaNSS	thanksgiving with your college student ... 
668866087069622272	KJDellAntonia	newly minted college students , adult in their minds and kids to their parents , are coming home . how to cope : 
668928298072719360	nytimeswell	they want to see friends . you want to see them . they're becoming adults . you miss your kid . college visits : 
668922994916352000	NYTMotherlode	college students coming home for the first time ? it may not be what you expect , but it can still be great ; 
668927204361826304	tjhoolihan	thanksgiving , with college students : fantasy , reality ... or back home ballers 
668897431313121280	AdmissionInsght	" i had been a parent for nearly 20 years . if i learned only one thing it was to pick my battles " . 
668894740646096898	GameReadyMom	you send your anxious , excited freshman away in the fall . who's the person walking in the door for winter break ?... 
668857817571328000	KJDellAntonia	when your kids ' first college visit isn't exactly how you thought it would be : 
668885583356407808	EdNavigation	your child & thanksgiving . as with all else , you know your child & family best so do what works for you ... 

http://www.nytimes.com/2015/11/24/arts/adele-mailer-artist-who-married-norman-mailer-dies-at-90.html
669042339223072768	NYT	adele mailer , artist who married norman mailer , dies at 90 . 
669095904750780417	Muckety	mailer's ex : " the point of no return came when she told her husband that he was not as good as dostoyevsky . " 
669009868787970048	DostoevskySoc	norman mailer's wife said he wasn't as good a writer as so he stabbed her . true story . 
669065492926226432	PeterBradshaw1	" ... she told her husband he was not as good as dostoyevsky " - obit of adele mailer ( via 
669068798876585984	PrincetonStar	arts at new york times : adele mailer , artist who married norman mailer , dies a … see more 
669020234129379328	siddharma	adele mailer embraced the new york arts scene . in 1960 , her husband , norman mailer , stabbed her in the heart . 
669013755343179776	mitzman	" guests recalled that the point of no return came when she told her husband that he was not as good as dostoyevsky . " 
669012643383017472	poeboston	adele mailer , artist stabbed in the heart by husband norman mailer , dies at 90 via 
669011535994425344	Chenagrrl	rt nyt obit for adele mailer , who then-husband norman mailer stabbed after she said he wasn't as good as dostoyevsky … 
669008462609780740	pericula	the world has lost a woman who was made of art . read this for her absolutely brilliant " man eater " quote . what a ... 
669008045989568512	tripst3r	adele mailer dies at 90 
668999048922173440	DaveySalmon	“ after he died ... all she could say was ‘ he was a monster . ’" adele mailer , artist who married norman mailer dies 
668993127148072960	mikerol69	another fine obit from grimes 
668994269135380480	pkay225	adele mailer obit is a crazy slice of ny history . unnamed judge ftw . 
668990919610408960	MarcyMurninghan	the original adele — mailer , that is : “ i decided i was going to be that beautiful temptress who ate men alive . " 

http://www.nytimes.com/2015/11/25/world/europe/turkey-syria-russia-military-plane.html
669106370877198337	NeilMacFarquhar	seems to have zapped plane near the border with fate of pilots , diplomatic relations dim 
669091031200190464	nytimes	turkish fighter jets shot down a military plane close to the syrian border on tuesday 
		military plane shot down near syria border , turkey says 
669109924404719616	josephMAccurso	rt military plane shot down near border , says " bombed civilian turkmen villa … 
669109150102781952	CLM_net	military plane shot down near border , turkey says : russia says one of its jets … 
669109016895856640	EdwardARowe1	rt turkey shoots down military plane near the syrian border 
669108071143227392	DannaHentze	turkey shoots down military plane near syria border 
669107851659501568	Barbandi	rt turkey shoots down russian military plane shot down near syria border , will consult nato over the episode … 
669107328499740672	G26nKYDEX	turkey really wants to get russia involved in a proxy war with nato / usa .... and they want assad out . more sunni ... 
669106350102855680	SamirKasmi1	via nyt > middle east 
669106225062219776	ronniejacobs417	domdyer70 : rt nytimesworld : turkey shoots down military plane near the syrian border 
		russia says one of its jets crashed in syria amid reports from ankara that f-16 jets brought down an aircraft for violating turkish airspace on tuesday . 

http://www.nytimes.com/slideshow/2015/11/23/blogs/pictures-of-the-day-belgium-and-more/s/20151123POD-slide-187A.html

http://www.nytimes.com/2015/11/24/business/improving-the-eggs-before-they-are-hatched.html
669107864863141888	ddimick	putting the pastured chicken before the egg via 
668967174250328064	Newstica	putting the chicken before the egg 
669064227311607808	axu1991	raising hens that have access to open pastures ? what an eggcellent idea 
669027918702473217	SFAQL	" the best thing about chickens is you don’t have to herd them . " … pastured 
669023386878746624	CouponsForPaleo	pastured eggs have made it into mainstream media ! 
669020215166963712	Tomprice	our " local " eggs make the big time ! we've eaten these for years , visited the farm and met the family . omg so good . 
669004320398970880	joelsolomon	cleaner eggs are hatching everywhere . 
668985843370106881	cjchivers	re-imagining the food supply , w poultry & dairy cows in the open air : putting chicken before egg by 
668996125827932160	smloewner	fascinated , operationally speaking , in this approach to farming . would be interesting to visit a setup like this . 
668982734455468033	NativeCareers	terrific story on pastued eggs . 
668959267211362304	BN365	improving the eggs before they are hatched 
668959331451301889	degree321	✍ improving the eggs before they are hatched nytimes 
668961312253308928	hkTjee	china news- improving the eggs before they are hatched 
668959276174434305	Riichard_Fresh	( improving the eggs before they are hatched : while still a minuscule portion of t ... ( 

http://www.nytimes.com/2015/11/24/us/politics/benghazi-committee-bradley-podliska-trey-gowdy.html
668896329972752384	Politics4All	fired investigator sues house benghazi committee and its leader 
669067948439441408	ThomasB00001	rt fmr benghazi investigator says he was fired for not going after now he's suing : … 
668964942423433216	abstractnytimes	fired living thing sues construction benghazi organisation and its living thing 
668936891115376640	CorrectRecord	fmr benghazi investigator says he was fired for not going after now he's suing : via 
668901739857379328	SamirKasmi1	via nyt > middle east 
668897996935962624	tackettdc	benghazi committee investigator sues over his firing 
668897630123114496	tackettdc	former benghazi committee investigator for republicans sues over his dismissal 

http://www.nytimes.com/2015/11/23/sports/fantasy-sports-addiction-gambling-draftkings-fanduel.html
668817436758659073	HELPSCOIN	addicts , fantasy sites can lead to ruinous path 
669049070745325568	DrWillShead	new york times article/video on daily fantasy sports and gambling problems 
668966434173620224	AndrewWingeier	rt to those with addiction , daily fantasy sports looks a lot like gambling 
668913276022087685	CASAColumbia	for those struggling with gambling fantasy sites can lead to a ruinous path via 
668913275065749505	Mondomoog	for addicts , fantasy sports sites can lead to ruinous path - 
668910153568296960	thesofa	for fantasy sites can lead to ruinous path 
668907988724264960	Wilsonlin3T	while fanduel and draftkings are thriving ... more patients of gambling ? 
668889738909233153	ArborBooksLarry	for gambling addicts , fantasy sites can lead to ruinous path 
668876672146366464	demoshealth	are fantasy sports sites feeding gambling 
668848572725526528	NECasinos	mass ag says draft kings is game of skill that needs regulation . ny ag disagrees . what say you ? 
668839826158968832	FTKeeling	really think sports not gambling lol 
668833792782561280	KatharineKLiu	nytimes , " for [ gambling ] addicts , fantasy [ sports ] sites can lead to ruinous path " : 
668819885628215297	stephaniewang	draftkings now warns playing fantasy sports could be a “ stress-inducer . ” but the word “ gambling ” does not appear > 
668814166568919040	KalevaW	this article was a great advert for gambling anonymous .. show the extreme and the not so obvious is unveiled ... 
668805216163205120	mindamedia	sharing the auto links popping and linksexploaded under the rainbow !! 

http://www.nytimes.com/2015/11/23/science/earth/white-rhino-nola-dies-san-diego-zoo-safari-park.html
