http://www.cnn.com/2015/11/18/africa/nigeria-blasts/index.html
667194767017648132	PolicingWatch	nigeria . 
666644701622042624	sandiburkwarner	it's like holder never left huh ? this " movement " should be shut down and shut up . 
666644516691189761	ZachHudak	if we start running over this fuck faces , they'll stop doing this dumb shit . 
666639760685998081	ShanePaulNeil	black lives matter shuts down interstate to protest fatal police shooting - 
666633382982348801	catwrite	jamar clark death : demonstrators shut down minneapolis interstate to protest fatal police shooting 
666630674011439105	GunneryMaster	jamar clark death big deal , mpls has gone muslim anyway . 
666620635741728768	gglightbulb	jamar clark death : protest blocks interstate 
666606443185836032	5five6	black racist separatists shut down minneapolis interstate to protest police shooting 
666609405778108417	cincitygirl	holiday shopping at mallofamerica should be fun ~ minneapolis interstate shut down to protest fatal police shooting 

http://www.cnn.com/2015/11/17/middleeast/russian-metrojet-crash-bomb/index.html
667008864798138369	Delicious12u	russia says bomb brought down jet in sinai , offers $50 million reward 
667062313766268928	PaddysTweet	2-pound bomb destroyed metrojet 
666964008931561472	NickG136	russia conducted a " significant number of strikes " in raqqa , syria , in past several hours , u.s. official says . 
667045375664984065	petercbennett	russia says bomb brought down jet in sinai , offers $50 million rward 
666895356878188545	PHINews1	russia says the passenger jet that crashed over egypt in october , killing 224 , was brought down by a bomb . 
666995358254260225	DanLaFave13	russia says bomb downed jet , offers $50m 
666866144553254912	kjcolvin611	damn only wish i knew more information , or has anonymous already cashed in ? 
666827630235140096	petercbennett	russia bomb offers $50 million reward 
666814615498588160	geekiestwoman	kick butt now working with france , while our homo plays golf & is cornholed . 
666811759131500544	SchniderWise	russia says bomb downed jet , offers $50m , strikes isis .... 
666803381445357569	Arbara0728B	rt $50m reward for information on russian plane crash - 
666790367791063043	dwaynecobb	russia had conducted a " significant number of strikes " in raqqa in northern syria 
666788497051803648	jessmcbridemilw	it was a bomb , acknowledges , offering $50 million reward . 
666778408626470912	mednurse202	rt russian metrojet crash caused by bomb 
666761663601893376	evsyukova_96	rt says bomb brought down jet in sinai , offers $50 million reward 
666753356715593729	mgmtinstr09	says bomb brought down jet in offers $50 million reward 
666752701066145792	ppmessengerpp	cnn middleeast russian metrojet crash bomb index 

http://www.cnn.com/2015/11/17/world/cnn-hero-of-the-year-2015/index.html
667196677669941248	XanithCtiz	rt cnn 2015 hero of the year : new jersey's maggie doyne , who started women’s center , school , children’s home in nepal . … 
667134945941417985	kimahesse	cnn's 2015 hero of the year is ... 
667052333386342400	AAMCtoday	remember : we have the power to create the world that we want to live in , just as we want it . 
667108516868530182	lalima21	2015 cnn hero of the year maggie doyne helps women , children in 
667169944354856961	YuktaRegmi	cnn hero 2015 : maggie doyne -- for all the amazing work in nepal ! 
667061553712107520	garyledrew	cnn's 2015 hero of the year : maggie doyne 
667154283121410048	DipeshChetry	inspiring dignities .... 
667145311152939009	To_The_Contrary	maggie doyne , cnn's hero of the year , has helped dozens of nepali children over the years 
667139996474740736	jeffkirschner	congratulations to and the folks for being named hero of the year . 
667132849770860544	AbigailBassett	i may be overseas this eve but i'm grateful i got a chance to intv the amazing who just won 
667130381800448000	heartsonfireMVT	congrats for winning the prestigious award . so proud ! 
667109244362100736	CarrieaMitchell	congats maggie doyne , named cnn 2015 hero of the year who started women’s center , school , children’s home in nepal . 
667100130475048960	AnaM_Poets	outstanding ! we all can do something 
667098733620895745	PRNcnsmr	2015 cnn hero of the year is changing the life of women and children in nepal ^ag 
667090232907579392	patmendezcnn	2015 of the year helps women , children in nepal 
667086657691217920	sunildumpala	truly inspired by this cnn hero .. 
667085044868059137	HooplaHa	meet one of cnn's 2015 " top 10 heroes of the year " : 
667031689227599872	LowensteinLLP	congratulations to pro bono client & founder of for being named by 
667071664279175168	RINCON_POP	2015 helps women , children in nepal 
667057293196963840	PRNnonprofit	maggie doyne named hero of the year by cnn for her contributions in nepal ^kh 
667054832650313730	CNNImpact	words from hero of the year 
667051099950485504	ShesTheFirstUW	huge congrats to maggie doyne for being named cnn 2015 hero of the year ! doyne founded she's the first's partner ... 
667052544515039233	gorkhali_sunil	maggie doyne . 2015 cnn hero of the year ! 
667050291070705665	StephenieNYCity	2015 cnn of the year maggie doyne helps women , children in nepal 
667035589363941377	hightreks	congratulations to maggie doyne on becoming the 2015 cnn hero of the year ! after a backpacking trip to nepal ,... 

http://www.snappytv.com/tc/1027696
666764446048657409	urgent_wrldnews	rt brother of at-large paris attack suspect urges him to call police , reports . 

http://www.cnn.com/2015/11/17/world/paris-attacks/index.html
666949240137121795	CraveForNews	officers shot and wounded during raid seeking suspect in paris terrorist attacks , cnn affiliate bfmtv reports . 
667205195613339648	MBshon	rt german police say they've made 5 arrests in operations linked to paris attacks . 
667093424512831489	Jimmy_SanJuan	rt " strong presumption " that a 2nd person linked to the paris attacks is at large , source close to probe says . … 
667054231669477378	Scrufey21	rt witnesses report gunfire in paris suburb ; police officers may have been shot 
667029732483960833	AZRedskinsFan	rt before paris attacks , france and allies tried to target isis member believed to have planned attack , source says . … 
667027105427927040	Pawlie_	more attacks in france ... 
667025952103337985	listo_ai	brother of suspect salah abdeslam : surrender 
667021321432338436	TheGlobalWire	heavy gunfire in suburb of paris 
667004703742566400	Mike_oooo	police say raid underway in paris suburb as witnesses report gunfire 
666963998940729344	ptorem	gunfire reported amid police raid in saint-denis , near paris - 
666930929219346432	StanDeg	rt police officers shot & wounded during raid seeking suspect in paris terrorist attacks , cnn affiliate bfmtv reports . http … 
666913636112166912	DarioAtencioA	aftermath : brother's message to suspect being sought : surrender 
666873549886529536	JennHoffKOIN6	first , police raid paris suburb , heavy gunfire - h/t 
666867940722139136	RRagavendira	gunfire reported amid police raid near paris 

http://www.cnn.com/2015/11/17/asia/japan-yakuza-boss-found-dead/index.html
667029104454008832	AZRedskinsFan	rt yakuza boss of japan's largest gang syndicate found bludgeoned to death . 
666844131717611520	deeeznuuuts	yakuza boss found bludgeoned to death - 
666801083478470657	marlonjames17	japanese gang boss found beaten to death 
666786972820746240	TuttOSuLinuX	( yakuza gang boss found bludgeoned to death - 
666783839629484033	ChairWomanMay	the wars has begun ? 
666717391884193793	JetV317	damn homie went out like joe pesci in casino .. the backstory to this shit gotta be amazing script this shit now ! 
666714648142573568	suksanhunsa	what goes around comes around 
666681881409138688	life_watt	rt boss found bludgeoned to death 

https://twitter.com/cnnbrk/status/666594606952423424/photo/1
666605112115208193	New_Narrative	attacks in paris are not the new normal , u.s. secretary of state john kerry tells 

http://www.cnn.com/2015/11/17/europe/germany-netherlands-soccer-canceled/index.html
667112479688949761	muhdy199	rt germany-netherlands soccer match canceled ; fans at hanover stadium asked to leave , police say . 
667043442757918720	giusartemilano	rt happening now : german stadium evacuated ahead of soccer match with netherlands 
666908732165505024	tshering99	germany netherlands soccer canceled 
666801782312607744	willaymerich	' serious plans for explosions ' cancel netherlands-germany soccer match 
667011795333312513	MonaVaddiraju	rt stadium in germany evacuated after " serious plans for explosions , " police chief says . 
666919863705694208	StenoJenny	rt cancels soccer match due to credible threats of imminent attack . 
666916309939064832	KILLERMOORS	' serious plans for explosions ' cancel netherlands-germany football match fucking cowards 
666902518895538176	2ward4ward	rt ‼️ hanover threat ‼️ soccer stadium evacuated . contained ? think not 
666895240893087744	KarlaMayorga1	' serious plans for explosions ' cancel match 
666867814280511488	ofssystems	' serious plans for explosions ' cancel soccer match 
666834514644230144	GZeroConspiracy	' iraqi sleeper cell ' targeted germany football match 
666828308479213568	futurepundit	modest proposal for angela merkel : dissolve all football teams to reduce risk of letting in millions from mideast 
666807054447861760	chembah	german stadium evacuated before match with netherlands - 

http://www.cnn.com/2015/11/18/us/doug-flutie-parents-died/index.html
667202367281078272	BilhartzMD	my heart goes out to my childhood hero re : loss of his parents " no eye has seen , no ear has ... 1cor 2:9 " 
667140535686180864	CraveForNews	mother and father of football analyst doug flutie die within an hour of each other . 
667164445538414594	AllenKnoxville	doug flutie loses parents an hour apart 
667187396316897281	Ronniechakler	so tragic ! football great doug flutie loses parents an hour apart 
667186619238232065	chicksintosport	football great doug flutie loses parents an hour apart - cnn 
667176073373839361	WhatsYourGrief	doug flutie's parents die within an hour of each other : " they say you can die of a broken heart and i believe it " 

https://twitter.com/cnnbrk/status/666539865773875200/photo/1
666601992937218048	CraveForNews	porsche blames actor paul walker for his own death in one of its sports cars . 
666651726263357440	jgaleforce	boycott porsche !!! rt porsche blames actor paul walker for his own death . 

http://www.cnn.com/2015/11/17/europe/paris-attacks-at-a-glance/index.html
667186465567305728	pakferoze	rt officials : cell phone believed used by paris attacker recovered . contains message to effect : ok , we're ready . … 
667162962885496832	ahmadriaz994	rt cell phone believed used by paris attacker found ; contains message to the effect of : ' we're ready ' , officials say https … 
666878517884411904	MPTrending	latest developments in paris attacks 
667001752412008448	AuthorKRCox	french police are working hard to get those complicit in the attacks : 
666965388157198337	larry_rosenberg	paris attacks investigation : the latest developments for tuesday tragedy 
666858743448080384	CraveForNews	french police analyzing video that may show a second suspect in paris attacks . 
666891077790642176	DoktorLoul	rt officials : cell phone believed used by paris attacker found ; contains message to the effect of : ' we're ready ' - http … 
666843635632115712	dvolthai	investigation : black car , syringes , arrests 
666838660348645377	luke_holman57	in paris : what you need to know - 
666829219222167553	luana4fa	the latest of the terrorist attack on paris 
666816736705036288	mwaura388	paris attacks : tuesday's developments 
666815150184202240	RyanHuangf1	click this link if you really care about paris terror attacks 
666798030742401024	rohith880	retweeted cnn breaking news ( french police analyzing video that may show a second suspect in paris ... 

http://www.cnn.com/2015/11/18/europe/paris-attacks-at-a-glance/index.html
667151316683112449	AlwaysImplied	paris attacks at a glance : wednesday's developments 
667200807478149120	dwaynecobb	muslim woman was hit and stabbed & a jewish teacher was stabbed " by individuals uttering anti-semitic remarks 
667197107615477760	AHizz	with tensions running high across france , two attacks in the southern city of marseille drew sharp condemnation ... 
667140623615569920	DigitalTheatre1	latest : new isis video threatens new york ... 
667189627493548034	m06kal	rt 33 isis members killed in airstrikes in past 3 days , monitoring group says . 
667177024390340608	CNNTonight	an video warns of an impending attack on see the latest : 
667171491528617984	stevonno	paris attacks : what you need to know - 
667169788779626496	rudecoyote	new isis video threatens new york . big wow the free world wants all your isis asses turned into pig food , trumped ! 
667167378187382784	ctmc_	this video has been around for months . don't make it seem like this is a new threat . 
667158683223101441	MandyMurpheyTV	new isis video threatens attack on new york city . also today three men in france stab a jewish teacher . one was ... 
667156446031794176	ptinsley	hey i found the video ( referenced in your nyc threat video clip ( it's stock footage . 
667153522903789568	LoveLindaWang	oh no you are not‼we're not scared‼️isis released a video promising an on 
667153336005738496	FrankBrekumi	latest developments : what we know right now 
667150990928388096	TheMDesk	via cnn : an isis video released wednesday warns of an impending attack on new york . 
667149629365067776	KellyJ_WPMI	we need to be on high alert at all times .... new isis video threatens new york 
667144075473104897	soky60	happening now : new isis video threatens new york 
667142518262206464	DeptoVerdade	great job 
667115305932611584	adirado29	latest : jewish teacher attacked in marseilles 
667118889663397888	islivingston	now an isis threat against new york . 
667115744988041216	natasdiablo	paris : developments " terrorism " the gift that keeps on giving : news , arms , huge spending , lies and control . 
667115632702394368	InternationalUU	rt paris attacks : latest developments 
667115290774208512	natasdiablo	paris attacks at a glance : wednesdays developments is obama watching this ? is this what americans do ? pendejo . 

http://www.cnn.com/2015/11/18/americas/honduras-syrians-detained/index.html
667206463895396354	pepecharles	rt honduras detains 5 syrian men traveling with fake passports . 
667152647892307972	derekcasari	honduras detains 5 syrians over fake passports - 
667188252860805120	MarkRothschild1	honduras detains 5 syrians over fake greek passports , likely headed to united states 
667181272880451584	ImoutoZombie	remember guys , none of these " refugees " could possibly be terrorists 
667177494252945408	1jrice	. why bury this little paragraph 2/3 of way down . why not first paragraph ? 
667161804389355520	Eugene_Scott	' we suppose that they were going to illegally travel by land all the way to the united states . ' 
667170894490398720	bautista_ginna	syrians detained over passports 
667153975469170688	SireDeeStud	amazing to watch trudeau's progressive sycophants in the media bury their heads in the sand . 
667152944337395712	JusRnE	another reason our airports n boarders need 2b secure . honduras detains 5syrians over fake passports 
667151007374139392	Tzar_Lio	i'm sure the banana man tj is sad they didn't succeed : 

http://www.cnn.com/2015/11/17/politics/paul-ryan-calls-for-pause-in-refugee-program/index.html
666733180511199232	Kristokoff	paul ryan calls for pause in refugee program 
667064793212153856	AZRedskinsFan	rt house speaker paul ryan calls for a " pause " in syrian refugee program 
666897128988549120	CNNPolitics	. calls for a pause on the syria refugee program via 
666958100235231240	GregChenAILA	paul ryan calls for pause in program 
666856337154768897	rothschild_alex	speaker paul ryan calls for a " pause " on the syrian refugee program . " we cannot let ... 
666767204046782464	poljunk	another 
666743315606278144	proud_joe	" o'er the land of the free and the home of the . . . better safe than sorry ? " 
666716440741810176	Ray_Holliday	let's hope he has the balls to get this passed ! 
666702425403686912	PineStumpSavage	ryan is a follower not a leader 

https://twitter.com/cnnbrk/status/666597498933395457/photo/1
666677623423148032	CraveForNews	charlie sheen is hiv positive , the actor tells “ today ” show . 
666721278821314560	SindyNformi	" charlie sheen is hiv positive , the actor tells “ today ” show . " just too brave 

https://t.co/E1Sbzfn6py.
667139777297301508	cnnbrk	thousands of airport workers across the u.s. are going on strike tonight . 

https://twitter.com/cnnbrk/status/666788625082916864/photo/1
666859964904927232	CraveForNews	rugby legend jonah lomu has died . the former new zealand player was 40 . 
666858964512968706	SaimaMohsin	gone too soon . he made me a rugby fan . rugby legend jonah lomu has died aged 40 . 
666868663895662593	sweetmikemp	rt and the sad news this morning is that all blacks star jona lomu has died aged 40 cc … 

http://go.cnn.com/
665320891715182592	KendallMire	cnngo see more 
667088553063686146	joel38jackson	rt ewrmadrid top story : ewrmadrid practice cnngo see more 
667087600465911808	EwRmadrid	top story : practice cnngo see more 
667087226111676418	RNEPLUS	top story : try1 cnngo see more 
667086239091281921	ironorehopper	top story : info & news cnngo see more 
666823774914928640	_so_ya	discussing it on 
666818223346708481	Orgor	cnngo you can watch the charleston episode on cnngo … :) 
666278125572128768	Chris__Boyette	. does not represent islam ... those type of stereotypes are counterproductive . live : 
665605645983436800	AndrewHaag	. is live in paris anchoring coverage of the watch live here : 
665357354330902528	diy_website	top food story : cnngo see more 
665323565672214528	joyceannabellab	today's hot story at daily news desk : cnngo see more 
665287495815471104	JoseDiazCNN	for latest on go to or tune in at 18 killed in multiple shootings in paris , police say . 

https://twitter.com/cnnbrk/status/666644844371120128/photo/1
666682408163540992	CraveForNews	house speaker paul ryan calls for a " pause " in syrian refugee program 

http://money.cnn.com/2015/11/16/news/companies/draftkings-fantasy-sports-schneiderman/
666774374469517315	CraveForNews	daily fantasy sports site fanduel has stopped taking bets in new york , for now . 
666744976420794368	miketewing	fanduel goes dark in new york , but draftkings is taking bets ahead court hearings next week . 

http://www.cnn.com/2015/11/17/world/air-france-flight-diverted/index.html
667184294184415233	WeAreAllFrench	rt faa : air france flight headed from la to paris diverted due to security incident . 
666949187997720577	CraveForNews	second air france flight from u.s. to paris diverted . 
667050645002686464	valuepropertymy	2 air france flights from u.s. to paris diverted - 
666997650085007361	CollectingMiles	2 jets were diverted after bomb threats : 
666928585370951680	myshell2be	2 air france flights diverted due to bomb threats 
666952354256822272	dmitryzaksAFP	how long will the threats last ? bomb threats on 2 flights from us to 
666924358166781952	WILL3136CNN	2 flights from u.s. to paris diverted because of bomb threats 

http://money.cnn.com/2015/11/18/news/economy/fed-minutes-october/
667134229743075328	CraveForNews	fed signals that a rate hike may be near . interest rates haven't been raised since december 2008 . 
667122177850871810	AlchemyNetwork	top story : fed signals rate hike may finally be near - nov . 18 , 2015 see more 
667105105150251009	AndreaPatriciaB	there are signs the fed may finally be ready to act when it meets next , on december 15-16 . 
667086111731265536	jascapitalcom1	serge_poznanski : cnnmoney : rt cnnbrk : fed signals that a rate hike may be near . interest rates haven't been raised … 

https://twitter.com/cnnbrk/status/666963282884993024/photo/1
667041044471668736	CraveForNews	french president hollande says he'll ask lawmakers to extend state of emergency by 3 months . 

http://www.cnn.com/2015/11/17/sport/jonah-lomu-obit/index.html
667048761621880832	Brainyrules	rugby legend jonah lomu has died . the former new zealand player was 40 . " 
666877207072145408	23minem	rugby legend jonah lomu dies , age 40 
667040334417793024	CoBroTyDoJo	sad to see jonah pass , he made rugby amazing for me ! rip 
666942426125352960	ikkisoma	jonah lomu : all black rugby great dies , age 40 
666922490543939584	Diallowurie	all black rugby legend jonah lomu dies at 40 
666905260812845056	yyusuff	so sad !! i can't believe it . rip to one of the greatest . jonah lomu dead at 40 
666881762824429569	rizwanamjad34	rt gone too soon . he made me a rugby fan . rugby legend jonah lomu has died aged 40 . … 

https://twitter.com/cnnbrk/status/666952892562153472/photo/1
666956638532800514	AsItBreaks_	raid aimed to " neutralize terrorists " linked to paris attacks , french president hollande says . 

http://www.cnn.com/2015/11/18/world/paris-attacks/index.html
667207597162786816	EstherTeng	rt 2 terrorist suspects dead in saint-denis : 1 shot by sniper , other blew herself up , french media reports . 
667132970944327680	CraveForNews	the 2 killed in saint-denis raids still unidentified ; suspected ringleader abaaoud not in custody , prosecutor says . 
667202271722250240	JOHARIWINDOWS	2 killed , 8 held after france raid , but suspected ringleader's status unknown 
667201778560204800	ZNg79	rt french president hollande says he'll ask lawmakers to extend state of emergency by 3 months . … 
667195071377248256	AZRedskinsFan	rt witnesses report gunfire in saint-denis suburb of paris as authorities hunt for 2 suspects from paris attacks . … 
667162572773199872	schorpp1955	2 killed , 8 held after france raid , but ringleader's status still unknown 
667173047028154368	appleguyios	police detain 25 , uncover weapons in 118 raids 
667150669766246400	KhalidGohar3	rt french will use dna testing to determine if paris terror attack ringleader was in apartment raided by police … 
667190783322140672	TmKusch	rt 3 suspected terrorists killed in raid in paris suburb of saint-denis , official tells cnn . 3 police officers hurt . … 
667178280987049984	GSMNewsService	2 killed , 8 terror suspects held in france terror raid - 
667177066559889409	MikeGL37	is this the start of hollande going the trudeau route ? french security does 188 raids in one day cc 
667174976563212288	ppmessengerpp	cnn 2015 11 18 world paris attacks index 
667172914853122050	HlieMoua	rt 5 people arrested during police raid in saint-denis , paris prosecutor's office said . 
667171235218919424	stevonno	saint-denis raid : 3 terror suspects killed , police say - 
667170950153183232	marquitachisho5	rt explosions heard in paris suburb , site of raid hunting for suspects in paris attacks . … 
667169123219042305	AdamInOakland	118 raids in 1 day , a suicide bomber , and gun battle . france is most certainly at war . 
667169716373356544	ARPascual75	rt raid near paris was " right on time , " police source says , adding suspects " about to move on some kind of operation . " … 
667165151443816448	hurairah_hu	rt suspects have been cornered in building in paris suburb , saint-denis mayor tells cnn affiliate bfm-tv . 
667162407106662401	BDormanTV	118 raids today : 
667146967860928514	JagParke	rt all 129 of those killed in friday's paris attacks have been identified , french council of ministers says . … 
667136696564125696	mavros35169	rt french authorities kill 2 , detain 7 terror suspects in violent raid " 
667128932475490304	cesjimc	raid on hideout ends with deaths , arrests and explosions 

https://twitter.com/cnnbrk/status/666603306953908224/photo/1
666678631213768705	CraveForNews	charlie sheen to " today " : i've paid millions to people who extorted me over hiv diagnosis . 
666651641979019265	RelaxInBarbados	barbadostoday : rt cnnbrk : charlie sheen to " today " : i've paid millions to people who extorted me over hiv diagnosi … 

http://www.cnn.com/2015/11/17/world/turkey-jihadi-john-associate/index.html
666924875903336448	WILL3136CNN	associate on his way to europe was arrested in turkey 
666969467189075968	Shangudar	' jihadi john ' associate arrested 
667031802985492480	Robert4787	associate on his way to was arrested in - 
667018871031865345	johnmccaa	jihadi john associate arrested in turkey - 
666908055515238401	Integralmathyt	our terrorist pal is fortunate we don't behead people . jihadi john associatewas arrested in turkey 

http://www.cnn.com/2015/11/18/asia/north-korea-ban-ki-moon-visit/index.html
666978081282891776	el_wasat	u.n. chief will not go to north korea next week , contrary to earlier reports . 
667164263430168577	PhotozByJorge	u.n. upholds ban ... will not be visiting north korea .... 
666906467413331969	newscomnet	u . n . ' s ban ki-moon not visiting north korea next week 
667154112086204417	FrankBrekumi	u . n . ' s ban ki-moon will not visit north korea next week 
666968628399644676	SnowhawkNL	chief will not go to next week , contrary to earlier reports . 
