http://www.nbcnews.com/feature/season-of-kindness/what-one-7-year-old-boy-does-show-his-gratitude-n463121

http://www.nbcnews.com/storyline/paris-terror-attacks/explosive-belt-found-paris-suburb-n468311

http://www.nbcnews.com/news/asian-america/forty-years-after-resettlement-thousands-southeast-asian-refugees-face-deportation-n466376
668794207838953473	ImmiLaw	forty years after resettlement , thousands of southeast asian refugees face ... - 
668809206959636481	goVietFest	" although deportation is largely seen as an issue affecting immigrants who are undocumented , legal permanent ... 
		over the past two decades , more than 13,000 cambodian , vietnamese , and laotian americans have been served deportation orders . 

http://www.nbcnews.com/tech/internet/choose-dark-or-light-side-google-star-wars-mode-n468136

http://www.nbcnews.com/business/business-news/pfizer-buys-allergan-160b-deal-will-slash-its-u-s-n468141
668937729703563264	NBCNightlyNews	pfizer buys allergan in $ 160,000,000,000 deal that will create world’s largest drugmaker 
668822215970942976	NBCNews	pfizer buys allergan in $160b deal that will slash its u.s. taxes 
668895722436210692	NSMNewsTicker	drug maker pfizer buys allergan in $160b deal ( msnbc ) ( 1255 gmt ) 
668892531556532228	JxCaldee	pfizer ( maker of viagra ) bought out which irish based botox company for how much and why ? 
668854838827044866	NSMNewsTicker	drug maker pfizer buys allergan in $160b deal ( msnbc ) ( 1013 gmt ) 
668831157467877376	bradleyarcuri	rt move over emc-dell . this is the big one for 2015 ! pfizer buys allergan in $160b deal t … 
668830390228877312	SlashMusicHub	pfizer buys allergan in $160b deal that will slash its us taxes 
668830706911600642	ashokkum	move over emc-dell . this is the big one for 2015 ! pfizer buys allergan in $160b deal that will slash its u.s. taxes 
668827087839494148	BusinessScoop	msnbc : drug maker pfizer buys allergan in $160b deal 
668819098248196096	twiteconomy	msnbc pfizer and allergan are joining in the biggest buyout of the year , a $160 billion stock ... 
668818866085171200	bradleyarcuri	rt drug maker pfizer buys allergan in $160b deal 
668818432414978049	morpheus00	drug maker pfizer buys allergan in $160b deal : pfizer and allergan are joining in the biggest buyout of ... 
		pfizer and allergan are joining in the biggest buyout of the year , a $160 billion stock deal that will create the world's largest drug maker . 

http://www.nbcnews.com/news/us-news/new-orleans-man-caught-video-shooting-medical-student-still-run-n468266

http://www.nbcnews.com/news/weather/thanksgiving-travelers-plains-west-should-expect-issues-due-snow-ice-n468181

http://www.nbcnews.com/news/us-news/officials-nbc-news-centcom-may-have-manipulated-isis-intel-n468386
668931588474949632	SRIG911	may have ' manipulated ' 
668938957678370820	RitaViola	obama , susan rice or centcom may have ' manipulated ' isis intel , officials say via nbcnews 
668933351026262016	JBSpnsr	rt may have ' manipulated ' 
668908502279131136	mousefide	senior military officials tell nbc news that officials at united states central command may … 
668899435376603136	uAlrdyKnoWaItIz	it is absurd to even suggest that military officials could be pressured into manipulating intelligence reports purel … 
668896653458337792	QkTipcom	update : centcom may have ‘ manipulated ’ isis intel 
668892366455992320	QkTipcom	centcom may have ‘ manipulated ’ isis intel : officials 
668892363578847232	QkTipcom	senior military officials tell nbc news that officials at united states central command may have “ manipulated ” ... 

http://www.nbcnews.com/news/us-news/teen-charged-murdering-pastors-wife-amanda-blackburn-n467986

http://www.nbcnews.com/business/retirement/what-men-can-learn-women-about-saving-retirement-n468271

http://www.nbcnews.com/politics/2016-election/trump-carson-says-he-saw-video-u-s-muslims-cheering-n468486
668939976030224384	ggnewsus	carson walks back claim to have seen 9/11 celebrations in us - 
668939064133963776	NEOCUBE_HK	carson walks back claim to have seen 9/11 celebrations in u.s. 
668924010072113152	afroboi	like trump , carson says he saw video of u.s. muslims cheering 9/11 
668936662362284033	spdelsol	carson is losing his marbles . he must never imitate trump ! he's going to get himself into more trouble . via 
668921837175336960	tweetnewsfeeds	like trump , carson says he saw video of us muslims cheering 9/11 - 
668934783465037825	countofbluecars	wait ... ' newsreels' ? is this 1942 , ben ? " like trump , carson says he saw video of u.s. muslims cheering 9/11 " 
668922025293975552	mediaflood	like trump , carson says he saw u.s. muslims cheer 9/11 - 
668934055350562816	Tukang_Update	like trump , carson says he saw u.s. muslims cheer 9/11 : " i think that was an inappropriate response ... 
668933436145438721	sfsthetik	" 9/11 cheering nj muslims " - politifact rated it " pants on fire " and the wash post gave it " 4 pinocchios . " 
668932132354428928	tvachon	" i would say we use our intelligence and we monitor .. anyplace where radicalization is going on . " so like , the gop ? 
668928712461692929	WNewser	japanease salaryman line stamp now on sale !!!! like trump , carson says he saw u.s. muslim … 
668926932214374400	newhallwheeler	like trump , carson says he saw video of u.s. muslims cheering 9/11 - nbc news 
668926095933198340	wtfiscrackin	" i think that was an inappropriate response . i don't know if , on the basis of that , you can say all muslims are ... 
668925543123841025	michaelmossberg	like donald trump , carson says he saw video of u.s. muslims cheering 9/11 
668925102843654144	JosephHorner	fixed it : " like trump , carson word's are taking out of context for a traffic-generating headline " 
668923669633228800	GuaripeteSol	web dsign 
668923523990224897	mousefide	" i think that was an inappropriate response . i don't know if , on the basis of that , you can … 
668923502267863040	bstsellingbook	seo website builder like trump , c ... 
668941030612447232	NBCNews	ben carson now says he did not see u.s. muslims cheer the 9/11 attacks 
		carson now says he didn't see u.s. muslims cheer 9/11 - nbc news 
		hours after ben carson told reporters he remembers seeing american muslims celebrating the sept . 11 , 2001 , attacks , his campaign said the gop presidential candidate was " thinking something differently . " 

http://www.nbcnews.com/pop-culture/movies/judy-garlands-wizard-oz-dress-fetches-1-5-million-auction-n468426

http://www.nbcnews.com/news/us-news/kentucky-man-could-face-death-rape-murder-7-year-old-n468451

http://www.nbcnews.com/health/womens-health/male-female-drinking-habits-becoming-more-similar-study-n468191
668833049635913728	SahelNews	women drinking more like men , study finds 
668870258841792512	Justustalking2	male , female drinking habits ... 
668914568241012738	IM_ebg	male , female becoming more similar : study 
668829884580569088	NBCNightlyNews	researchers : us men are drinking a little less and us women are drinking a little more . 
668844461858902018	mousefide	american women are starting to drink more and more like men - and men are starting to drink … 
668837546126925824	wtfiscrackin	american women are starting to drink more and more like men - and men are starting to drink a little more like ... 
668833127461093377	nileauto	survey : us men are drinking a little less and us women are drinking a little more 
668830735550148609	maggiemfox	women breaking through shotglass celing 
668829824866082816	TheBESGrp	are our roles being reversed ? click the link to learn more about this interesting study . 

http://www.nbcnews.com/news/us-news/skydiving-student-killed-weekend-accident-arizona-n468431

